,0
0.0,0.5
0.0033333333333333335,0.5043664493669597
0.006666666666666667,0.49724037216712497
0.01,0.4959423785884175
0.013333333333333334,0.50115201977886
0.016666666666666666,0.49703412454386464
0.02,0.5067742935583757
0.023333333333333334,0.5149598881402047
0.02666666666666667,0.5167677934524548
0.030000000000000002,0.5235274446914062
0.03333333333333333,0.5267281999150656
0.03666666666666667,0.5126332537408288
0.04,0.5081939566338668
0.043333333333333335,0.508403523532284
0.04666666666666667,0.5126379419431977
0.05,0.5184241886390606
0.05333333333333334,0.5239250195186312
0.05666666666666667,0.5326961444739976
0.060000000000000005,0.5355486651543591
0.06333333333333334,0.5278462124873712
0.06666666666666667,0.5173833005258484
0.07,0.5209728980190543
0.07333333333333333,0.524812718094304
0.07666666666666667,0.5215204608131745
0.08,0.5176246953278462
0.08333333333333334,0.5261440664290591
0.08666666666666667,0.5368553820419396
0.09000000000000001,0.5304197687432995
0.09333333333333334,0.553259112057115
0.09666666666666668,0.5615084507189794
0.1,0.5553623428292107
0.10333333333333335,0.5509606540600206
0.10666666666666667,0.5452245254390216
0.11,0.5380848928623984
0.11333333333333334,0.5518338094084002
0.11666666666666667,0.5437641148500674
0.12000000000000001,0.5396322126990513
0.12333333333333334,0.5304895864882408
0.12666666666666668,0.5482666915870044
0.13,0.537259794072981
0.13333333333333333,0.5431835756345811
0.1366666666666667,0.5344128511315399
0.14,0.5508549081898775
0.14333333333333334,0.5488584663162377
0.14666666666666667,0.5433221393707515
0.15000000000000002,0.5479695854285421
0.15333333333333335,0.546453141235145
0.15666666666666668,0.5382381691439312
0.16,0.5537649437514116
0.16333333333333333,0.5670326234374657
0.16666666666666669,0.5790328236484781
0.17,0.5613177110214012
0.17333333333333334,0.5656838110179198
0.17666666666666667,0.5740602666492015
0.18000000000000002,0.5832740791246281
0.18333333333333335,0.5752453717882902
0.18666666666666668,0.5769136152842844
0.19,0.5669149994462108
0.19333333333333336,0.5692634291245141
0.19666666666666668,0.5665062526294435
0.2,0.5593596985936202
0.20333333333333334,0.5720445442545933
0.2066666666666667,0.5755828411983532
0.21000000000000002,0.5841148213425381
0.21333333333333335,0.5939273607273172
0.21666666666666667,0.5986857361914767
0.22,0.5948410090027897
0.22333333333333336,0.5933461732416574
0.22666666666666668,0.577937446331472
0.23,0.5704789457977515
0.23333333333333334,0.5750224752807902
0.2366666666666667,0.5710039071686156
0.24000000000000002,0.5708106831753598
0.24333333333333335,0.5733040027446753
0.24666666666666667,0.5765130042021863
0.25,0.5905065311854771
0.25333333333333335,0.5724794603552127
0.2566666666666667,0.5838392788613895
0.26,0.5697373100495412
0.26333333333333336,0.5582101360917067
0.26666666666666666,0.5457030543500244
0.27,0.540006132144352
0.2733333333333334,0.5449085551571082
0.27666666666666667,0.5594945362851123
0.28,0.5548869837792568
0.2833333333333333,0.556597422328755
0.2866666666666667,0.5415496110921245
0.29000000000000004,0.5439606828760407
0.29333333333333333,0.5450317934290577
0.2966666666666667,0.5447346315402244
0.30000000000000004,0.5528329840669952
0.30333333333333334,0.5519890636590008
0.3066666666666667,0.5620322762146289
0.31,0.5596087636428516
0.31333333333333335,0.5612864594414253
0.3166666666666667,0.5640049500951481
0.32,0.5687150963497186
0.32333333333333336,0.5781717030639967
0.32666666666666666,0.5825667311560361
0.33,0.5704894866228719
0.33333333333333337,0.5766381986617618
0.33666666666666667,0.5632740358302027
0.34,0.5520880059405294
0.3433333333333334,0.5440852591015503
0.3466666666666667,0.520474057889844
0.35000000000000003,0.5239355957304578
0.35333333333333333,0.5263397089288823
0.3566666666666667,0.5289832060541101
0.36000000000000004,0.5292985410257424
0.36333333333333334,0.5254819679836883
0.3666666666666667,0.5296533611112115
0.37000000000000005,0.5281746214541072
0.37333333333333335,0.5179507469888224
0.3766666666666667,0.5290382610976678
0.38,0.5353660874172721
