,0
0.38333333333333336,0.5258648465106068
0.3866666666666667,0.5098158718462786
0.39,0.5095381955501656
0.39333333333333337,0.5113710483994055
0.39666666666666667,0.5055445905236928
0.4,0.4960681058990927
0.4033333333333334,0.4950859368114321
0.4066666666666667,0.4895157484161591
0.41000000000000003,0.5003227175695385
0.4133333333333334,0.5029212237056799
0.4166666666666667,0.5020521430132225
0.42000000000000004,0.5051404465240698
0.42333333333333334,0.5079866683513105
0.4266666666666667,0.508711728934548
0.43000000000000005,0.5139203429701436
0.43333333333333335,0.5156412316504986
0.4366666666666667,0.5052515706290498
0.44,0.49872404968188655
0.44333333333333336,0.5094275445617268
0.4466666666666667,0.5055094583361834
0.45,0.5071553850235352
0.45333333333333337,0.5204088332354241
0.4566666666666667,0.5126308949472245
0.46,0.5201704793811044
0.4633333333333334,0.5233296890818554
0.4666666666666667,0.5127447538652979
0.47000000000000003,0.51258821524417
0.4733333333333334,0.5047388277437372
0.4766666666666667,0.5016230639021927
0.48000000000000004,0.5156464426721243
0.48333333333333334,0.5243324533129436
0.4866666666666667,0.5380331433346383
0.49000000000000005,0.544961086833085
0.49333333333333335,0.5500066885682209
0.4966666666666667,0.5446775230802229
0.5,0.5402844881917791
0.5033333333333334,0.540301761078995
0.5066666666666667,0.5282539131674673
0.51,0.5225503689645808
0.5133333333333334,0.5242183702396631
0.5166666666666667,0.5334078346640185
0.52,0.5366591540948702
0.5233333333333333,0.5222668814635528
0.5266666666666667,0.5387103082064901
0.53,0.5378739879546084
0.5333333333333333,0.532881367488118
0.5366666666666667,0.5191090264546919
0.54,0.5149331909060687
0.5433333333333333,0.5263267572955527
0.5466666666666667,0.5298994712613282
0.55,0.5274436962582877
0.5533333333333333,0.5261378244268918
0.5566666666666668,0.5206199715350018
0.56,0.5134285993602812
0.5633333333333334,0.5275163387044387
0.5666666666666667,0.5244720248836467
0.5700000000000001,0.52981979958393
0.5733333333333334,0.5324014747103369
0.5766666666666667,0.5249382179070439
0.5800000000000001,0.5249540145186257
0.5833333333333334,0.5345911114777291
0.5866666666666667,0.5465951566519853
0.5900000000000001,0.5519152195304576
0.5933333333333334,0.5418204672461046
0.5966666666666667,0.5495593069231696
0.6000000000000001,0.5463224525351585
0.6033333333333334,0.5413147609831481
0.6066666666666667,0.5465243161015003
0.61,0.5425843413846493
0.6133333333333334,0.5467332761866064
0.6166666666666667,0.5427090493398501
0.62,0.5317721318385998
0.6233333333333334,0.5242528398243479
0.6266666666666667,0.5301471284520208
0.63,0.5369224375162412
0.6333333333333334,0.5292768705801459
0.6366666666666667,0.5253435444731593
0.64,0.5305125966268126
0.6433333333333334,0.5214186228336007
0.6466666666666667,0.5124663528972705
0.65,0.5187203730126261
0.6533333333333333,0.5490955026295248
0.6566666666666667,0.5536835953913869
0.66,0.5483985086015244
0.6633333333333333,0.556981804409245
0.6666666666666667,0.5541107907632702
0.67,0.5736976494061431
0.6733333333333333,0.5880827899974781
0.6766666666666667,0.5791850104518715
0.68,0.5678580034246129
0.6833333333333333,0.5741695785750273
0.6866666666666668,0.5844488962041848
0.6900000000000001,0.578348206237677
0.6933333333333334,0.5853821136383011
0.6966666666666667,0.591854755243249
0.7000000000000001,0.5956404951542958
0.7033333333333334,0.5924793066083175
0.7066666666666667,0.5988953477707203
0.7100000000000001,0.6039349749689263
0.7133333333333334,0.5951258124060609
0.7166666666666667,0.5925237503960219
0.7200000000000001,0.5913888186745976
0.7233333333333334,0.5914638590530431
0.7266666666666667,0.5846192433519058
0.7300000000000001,0.5956290813148394
0.7333333333333334,0.6119858275661207
0.7366666666666667,0.5932606663499559
0.7400000000000001,0.5944402900290064
0.7433333333333334,0.5864363562567032
0.7466666666666667,0.5932417697082908
0.75,0.586394107482686
0.7533333333333334,0.5827980775180562
0.7566666666666667,0.5810447279905363
0.76,0.5913155325681738
0.7633333333333334,0.5919197375196888
0.7666666666666667,0.5930173501467731
0.77,0.5951484059817658
0.7733333333333334,0.6070792749287313
0.7766666666666667,0.5935636887580218
0.78,0.581681561032563
0.7833333333333334,0.5930029118575584
0.7866666666666667,0.6092136905717794
0.79,0.6092861655298718
0.7933333333333333,0.6161911583788804
0.7966666666666667,0.6502501964286648
0.8,0.6471039047313989
0.8033333333333333,0.6600074656679524
0.8066666666666668,0.6605409040854877
0.81,0.6392868260742249
0.8133333333333334,0.6564392008291546
0.8166666666666668,0.6559129848570892
0.8200000000000001,0.6381390485514111
0.8233333333333334,0.6482284591659062
0.8266666666666668,0.6417753700471258
0.8300000000000001,0.6309601349642368
0.8333333333333334,0.6309219649394552
0.8366666666666667,0.6314024232333868
0.8400000000000001,0.6386610813034977
0.8433333333333334,0.6470191491640843
0.8466666666666667,0.6443316241114233
0.8500000000000001,0.6288991591021855
0.8533333333333334,0.6238916128027548
0.8566666666666667,0.6203159049738148
0.8600000000000001,0.6212478400175868
0.8633333333333334,0.625912225849388
0.8666666666666667,0.627255241130066
0.8700000000000001,0.6209205057746807
0.8733333333333334,0.6131392151081932
0.8766666666666667,0.6205539514785926
0.88,0.6290061016417952
0.8833333333333334,0.6452429674864141
0.8866666666666667,0.6595546869933918
0.89,0.6684886202831952
0.8933333333333334,0.6648365280486672
0.8966666666666667,0.6524801578238953
0.9,0.6643926696077455
0.9033333333333334,0.6629220775044143
0.9066666666666667,0.6713057858823283
0.91,0.6717995612351769
0.9133333333333334,0.6908401987558968
0.9166666666666667,0.6841984286077705
0.92,0.6845486243612467
0.9233333333333333,0.693638790281976
0.9266666666666667,0.7102633192395791
0.93,0.7148721579044299
0.9333333333333333,0.7083103764132989
0.9366666666666668,0.7161269075571879
0.9400000000000001,0.7076780204157338
0.9433333333333334,0.719397775506405
0.9466666666666668,0.7205607277947483
0.9500000000000001,0.7445521501776535
0.9533333333333334,0.7354517611140909
0.9566666666666668,0.7403347171301556
0.9600000000000001,0.741251725724704
0.9633333333333334,0.7583045953808768
0.9666666666666667,0.7552908166136213
0.9700000000000001,0.7471073613495152
0.9733333333333334,0.7452794605196299
0.9766666666666667,0.7210382861697917
0.9800000000000001,0.7198515283877217
0.9833333333333334,0.7206490997546341
0.9866666666666667,0.7204092933452012
0.9900000000000001,0.7143245160857322
0.9933333333333334,0.7020665358135756
0.9966666666666667,0.7095433641076143
1.0,0.7220661365582547
